,u,v,r,x0,y0,psi,delta,thrust,beta,U,u1d,v1d,r1d
62.87999999999999,1.1834005254494668,0.22051941228326125,-0.07202312032828818,-12.106139524513155,-16.59702306424893,-4.898152411570145,0.2617993877991494,30,-0.1842308338509495,1.2037714130298283,-6.230519609889487e-05,-1.763045746400246e-05,4.3858539068857975e-06
62.88999999999999,1.1833999061669995,0.2205192370411817,-0.07202307673434769,-12.106140902067365,-16.584979647911215,-4.898872640494826,0.2617993877991494,30,-0.1842307849795939,1.2037707721245303,-6.223315994419122e-05,-1.761009384572402e-05,4.3807853644599655e-06
62.89999999999999,1.1833992875593167,0.22051906198989477,-0.07202303318789396,-12.10613328814469,-16.572936329100543,-4.899592869011113,0.2617993877991494,30,-0.1842307361613109,1.2037701319175524,-6.216120230506093e-05,-1.7589752390072595e-05,4.375722341140632e-06
62.90999999999999,1.1833986696258916,0.2205188871292518,-0.07202298968888998,-12.106116684628683,-16.560893113736164,-4.900313097119326,0.2617993877991494,30,-0.18423068739605952,1.2037694924083489,-6.208932312012614e-05,-1.7569433079691714e-05,4.370664832727008e-06
62.91999999999999,1.1833980523661984,0.22051871245910412,-0.07202294623729874,-12.106091093402895,-16.548850007737343,-4.901033324819781,0.2617993877991494,30,-0.18423063868379846,1.2037688535963758,-6.20175223281412e-05,-1.7549135897328852e-05,4.36561283483945e-06
62.92999999999999,1.1833974357797106,0.2205185379793031,-0.0720229028330832,-12.10605651635088,-16.536807017023335,-4.901753552112799,0.2617993877991494,30,-0.18423059002448672,1.2037682154810883,-6.194579986771663e-05,-1.7528860825698564e-05,4.360566343224579e-06
62.93999999999999,1.1833968198659017,0.22051836368970001,-0.07202285947620635,-12.10601295535619,-16.52476414751342,-4.902473778998697,0.2617993877991494,30,-0.18423054141808307,1.2037675780619415,-6.187415567755139e-05,-1.7508607847494244e-05,4.3555253535264666e-06
62.94999999999999,1.1833962046242459,0.22051818959014624,-0.07202281616663114,-12.105960412302379,-16.51272140512685,-4.903194005477793,0.2617993877991494,30,-0.18423049286454635,1.2037669413383911,-6.180258969635468e-05,-1.748837694540077e-05,4.3504898614781e-06
62.959999999999994,1.1833955900542166,0.22051801568049312,-0.0720227729043206,-12.105898889072993,-16.500678795782882,-4.903914231550408,0.2617993877991494,30,-0.1842304443638354,1.2037663053098926,-6.173110186275175e-05,-1.7468168102154744e-05,4.34545986276126e-06
62.96999999999999,1.1833949761552875,0.220517841960592,-0.07202272968923767,-12.10582838755159,-16.488636325400794,-4.904634457216858,0.2617993877991494,30,-0.18423039591590915,1.2037656699759012,-6.165969211543093e-05,-1.7447981300452687e-05,4.340435353039426e-06
